Step,Reward,BTC_action,SP500_action
209,0.0047810525922291815,0,2
210,0.007767860132414338,1,1
211,0.005924976625283608,1,1
212,0.015059951855104479,2,0
213,0.011194674273483697,2,1
214,0.013689493113805584,2,0
215,0.013798798188507783,0,2
216,0.007585088573676859,0,0
217,0.004660632988759648,0,1
218,0.005293360113548762,1,0
219,0.015019969798019775,1,0
220,0.007068962414148325,0,1
221,0.012059325901929301,1,0
222,0.004683889001871036,2,0
223,0.010807610430906231,2,2
224,0.010952563220225276,0,1
225,0.006695788855416196,2,2
226,0.0004501515958247274,1,1
227,0.01589068494708725,1,2
228,0.010968042104826891,1,2
229,0.012481559796058469,1,1
230,0.006810770196371566,1,0
231,0.018941825453370278,1,2
232,0.004495440859601004,2,2
233,0.011065370179473706,2,1
234,0.005651503888420402,0,1
235,0.002457540104416891,2,2
236,0.007818501919620899,0,2
237,0.0053516876485138675,1,0
238,0.013875231244745304,1,1
239,0.011774032405827113,0,0
240,0.01591281973246001,1,1
241,0.006376301879940518,2,1
242,0.01610887288353564,2,2
243,0.003818521138808314,1,2
244,0.009868295915745106,2,2
245,0.00943001422614776,2,0
246,0.01794941193501593,2,0
247,0.013829323134435504,2,1
248,0.009553476762602799,0,0
249,0.007721135243202629,2,1
250,0.003793100042910629,2,0
251,0.015315965449302384,0,1
252,0.011067650450633822,1,1
253,0.011004506697833887,2,1
254,0.005560931768991132,0,0
255,0.00950157459433607,1,0
256,0.007432936413706997,2,2
257,0.020889081756266803,1,2
258,0.011080307995844597,2,0
259,0.00785074658213168,2,0
260,0.010594317865452316,0,0
261,0.01023615964352339,0,0
262,0.008054678505338884,2,1
263,0.009930824441169394,1,1
264,0.020777553510804566,0,1
265,0.0071093562559442465,1,2
266,0.006054456430662973,0,2
267,0.009032130152350232,0,2
268,0.01890157471949023,2,1
269,0.0077985094495999704,1,0
270,0.009378731620584236,2,0
271,0.011727934087434071,2,2
272,0.0037013962663395763,2,0
273,0.020126956017184006,2,2
274,0.012736289975856647,1,1
275,0.005218453421306107,2,1
276,0.012572705785103909,0,1
277,0.010677472434946808,0,0
278,0.01333976811579394,0,1
279,0.008902372434900344,1,1
280,0.007971500806802452,1,0
281,0.0022550380013708635,0,0
282,0.0038630924115209287,2,1
283,0.009695814467882632,0,0
284,0.006578735890234878,1,2
285,0.004411720731625315,2,2
286,0.010890561533450102,0,1
287,0.008734140007748544,0,0
288,0.014372292257240706,1,1
289,0.010327304796873256,0,0
290,0.017364164649939853,1,2
291,0.006003434368715802,0,1
292,0.006460925666107867,0,0
293,0.015262443910830727,0,0
294,0.010863301027801735,2,2
295,0.011843111100891738,0,0
296,0.013768777743158834,1,2
297,0.0033779482560495787,1,2
298,0.012262689955452974,1,0
299,0.011585824688783318,1,0
300,0.000632103239423365,0,2
301,0.011725072240912656,2,0
302,0.016906190977195968,1,1
303,0.01125753661486447,1,2
304,0.009703094242687152,0,1
305,0.007055931672654246,0,1
306,0.0108603584700126,1,0
307,0.011787883218237876,0,0
308,0.009074816888958438,1,2
309,0.008183309381345432,2,2
310,0.0068689551619943185,1,2
311,0.004121809395952355,2,0
312,-0.0002215721267828201,2,1
313,0.006265714128331516,1,0
314,0.011407966734917358,1,2
315,0.007256707438668831,2,0
316,0.014298510595382043,2,1
317,0.008552813910390028,0,0
318,0.006093861636773231,2,2
319,0.0058765066407528415,2,0
320,0.013161335421699772,0,2
321,0.009432596778641653,0,2
322,0.006454462006567324,2,0
323,0.00781609408651658,0,1
324,0.00943616615536225,2,2
325,0.008643206897412091,1,1
326,0.02060500692004106,2,0
327,0.007330123965657425,0,1
328,0.011973329079202757,1,0
329,0.0064051691601839395,0,1
330,0.015390585257211396,0,0
331,0.009792026851313028,2,0
332,-0.0011155165831077292,1,2
333,0.003775967949635325,0,0
334,0.006104253660962082,2,1
335,0.018963751226501548,0,2
336,0.008038424305454194,1,1
337,0.011695256982161653,2,1
338,0.012485841313317656,0,2
339,0.013121382059519281,0,1
340,0.0076707902489800694,0,2
341,0.008750374643859499,1,0
342,0.007961478456866029,0,2
343,0.020915848782115908,1,0
344,0.0023757970236974787,0,1
345,0.0022464564247886244,1,0
346,0.021525066819701198,0,1
347,0.010480720102714327,2,1
348,0.012942382142614854,2,1
349,0.014368178823198493,1,1
350,0.00515370701533304,2,0
351,0.009978318738375645,2,1
352,0.006474812306310411,2,0
353,0.009414451530251656,0,1
354,0.007165113578207545,2,0
355,0.0032463129181741456,2,0
356,0.0013976139107760369,2,2
357,0.014795746028544911,1,2
358,0.01818118581210687,0,1
359,0.013758129430695817,1,1
360,0.008319706039376278,0,2
361,0.017893244825698658,0,0
362,0.00831820103372502,1,1
363,0.008712597448651457,2,0
364,0.007337612430782677,0,0
365,0.01193685107362259,1,0
366,0.007917392446570096,1,2
367,0.010100571575631788,1,2
368,0.012300131175731793,2,1
369,0.010461927553532173,0,2
370,0.010398337610876792,2,1
371,0.010380796404591282,1,2
372,0.008578310505162376,1,0
373,0.014016696765356072,1,0
374,0.006814505275474078,1,2
375,0.01666452904388783,2,2
376,0.015076025226179082,2,0
377,0.006968763242057599,1,1
378,0.0064708873216910035,0,0
379,0.017619063056464865,1,0
380,0.008552137266079158,0,2
381,0.012118901695788458,0,0
382,0.0060813490300915905,0,1
383,0.006137553243372607,2,1
384,0.015296394129123198,2,0
385,0.015361521191173004,1,1
386,0.014458874219835976,1,2
387,0.011450352056845421,2,0
388,0.005270381979882595,2,1
389,0.004316213864436586,1,0
390,0.0014499356054944092,0,1
391,0.011294489952547542,2,1
392,0.013088955512700456,2,1
393,0.0072620771070681465,2,0
394,0.01380975237707221,2,0
395,0.012629383467134422,1,1
396,0.006526349113379048,2,2
397,0.013846536204241571,0,1
398,0.005338460811118409,2,0
399,0.011560010227815875,2,1
400,0.007405872342883499,0,1
401,0.010014894692102755,0,0
402,0.015639485015262283,0,2
403,0.006924571836399471,2,0
404,0.009536908753588855,0,2
405,0.008180923161767823,0,2
406,0.00475709048543029,0,2
407,0.008813354035667048,2,0
408,0.006087497298024042,0,0
409,0.007466402346116128,1,1
410,0.015272602130527266,1,0
411,0.006403229630512585,2,1
412,0.016831452565332333,1,1
413,0.017216214748321333,2,1
414,0.007595414550212367,1,2
415,0.016676317274155143,0,2
416,0.01895428643526529,0,1
417,0.016031962537290813,0,0
418,0.013110351254664584,0,1
419,0.0005016907913357876,1,2
420,0.014176976453857439,1,1
421,0.013641091685121422,1,1
422,0.018134143386142748,0,0
423,0.005348837589193806,2,0
424,0.013484911329115234,1,1
425,0.009134576775766588,1,1
426,0.013555841307401608,0,2
427,0.007148070995081371,0,1
428,0.016509403458473817,1,0
429,0.0212174597371161,2,1
430,0.0013151718383688834,2,1
431,0.010016030127593738,0,2
432,0.011006382548595029,0,2
433,0.005642758406630839,2,1
434,0.0009480170829035232,1,1
435,0.012487294892134506,2,2
436,0.023829128710856365,0,2
437,0.011769095505626732,1,2
438,0.0037800836629301214,0,0
439,0.004784077126358729,2,0
440,0.01622050868044688,1,1
441,0.006866873472608233,0,1
442,0.0060643645257438625,0,0
443,0.015336141166301996,0,0
444,0.012608148573414097,2,1
445,0.014309991076643385,2,0
446,0.018209092452076855,1,1
447,0.007559627111354455,2,2
448,0.010677771110761743,0,0
449,0.006646466686363218,2,1
450,0.01086626478591586,2,2
451,0.016368242417187255,2,2
452,0.00478456742167476,0,1
453,0.013207059376218707,1,2
454,0.007486999511429853,2,2
455,0.0019097450698643513,2,1
456,0.012152629840344788,2,2
457,0.0152926307865245,0,1
458,0.015118211166837207,2,1
459,0.026479207539755148,0,1
460,0.009838102258156872,1,1
461,0.01232208939884442,2,0
462,0.01670740922880297,2,2
463,0.011951557598860713,2,0
464,0.004935542466391199,1,0
465,0.009810417651196258,2,2
466,0.0021642532268169104,1,0
467,0.005695416271029767,1,0
468,0.017305089096672763,2,1
469,0.011826532417516158,2,1
470,0.01172674686223999,1,1
471,0.012402657109222644,0,2
472,0.012065327571971615,0,2
473,0.010129445049215301,0,2
474,0.008509591407889096,2,1
475,0.011919941224405834,2,1
476,0.007764646322429944,0,2
477,0.006733752637375043,2,2
478,0.010794344347218026,1,2
479,0.013748879390970092,2,0
480,0.016119280143272376,2,1
481,0.00393537887056618,2,1
482,0.0033128828181601365,1,1
483,0.012895267334768966,2,0
484,0.007460308650988878,2,1
485,0.005091889384319605,0,1
486,0.009954941313755447,1,0
487,0.013546253471722336,0,2
488,0.0040499914933833205,2,1
489,0.011702596828128202,2,2
490,0.009164258276362329,2,1
491,0.007344494101816429,2,2
492,0.01197847264707978,2,2
493,0.011686540951452773,0,1
494,0.01823575406244026,0,2
495,0.009228030333912405,0,2
496,0.02062436927209138,1,1
497,0.0031204356989676498,2,2
498,0.01194477863680449,1,1
499,0.015388693064806162,1,1
500,0.011158603113237978,0,0
501,-0.0017957749401134038,1,2
502,0.007855928219691315,2,2
503,0.013998171080006856,2,0
504,0.013383668190062557,0,2
505,0.014154831052295737,2,2
506,0.007386386301411623,0,2
507,0.008647495023031535,2,1
508,0.011098343104966032,2,0
509,0.007643622576851342,0,2
510,0.013736348397258413,2,0
511,0.015553383708013204,2,0
512,0.007041433124611688,0,0
513,0.002968367748933145,0,1
514,0.006466883784286231,0,2
515,0.0052636240399922705,2,0
516,0.00692908354409312,1,1
517,0.004221974920184461,2,1
518,0.011640996521967987,0,2
519,0.010615289796736857,2,1
520,0.012927188323942016,0,1
521,0.011758988129568031,1,0
522,0.01007920883694385,1,1
523,0.014421393579513754,2,2
524,0.016698473689298197,1,2
525,0.019127772295164575,2,1
526,0.0081446053952967,0,2
527,0.015799457203855668,1,2
528,0.007647446244082224,0,1
529,0.0035908856103084932,0,0
530,0.0028082502662531905,1,1
531,0.00828386347738237,0,2
532,0.008512947390651879,2,1
533,0.01722401251235243,2,0
534,0.007903179502156894,1,2
535,0.009974067245477575,0,2
536,0.000951293114924999,1,2
537,0.002068629417136916,2,2
538,0.004017328811030432,2,2
539,0.003406861451122535,1,0
540,0.0053429127169386794,0,1
541,0.005974028724730607,0,0
542,0.02079452741340675,0,0
543,0.006307660964585163,1,1
544,0.01064837047065056,1,1
545,0.023464419531248167,0,2
546,0.007902091937934575,1,2
547,0.010763160037333566,2,0
548,0.02304390996603773,0,1
549,0.005413642246137737,0,0
550,0.007460891797175821,1,2
551,0.009606322246105732,2,1
552,0.009033625147480831,2,0
553,0.011323458363252856,0,2
554,0.0022393840766262675,1,2
555,0.007359646573637133,0,0
556,0.008809852991284004,2,2
557,0.012364632162529962,1,2
558,0.006533743995953764,2,0
559,0.003914327889605468,1,2
560,0.014796261129848944,0,1
561,0.012643826008533721,2,1
562,0.008069605297676492,2,0
563,0.010239029674561917,1,2
564,0.007268894415099314,1,1
565,0.012122350033087013,1,0
566,0.010170793639086517,2,1
567,0.0030511747572003027,2,1
568,0.010597955887428958,1,1
569,0.005893524044456291,0,1
570,0.01424708025139081,1,0
571,0.012613178575677463,2,1
572,0.010959379749244465,1,0
573,0.009419063808917143,2,0
574,0.011011632426280463,0,2
575,0.001710790901240997,2,1
576,0.012851976369106989,2,2
577,0.013524010555533435,1,0
578,0.013269496617597184,0,2
579,0.004540726156816633,0,0
580,0.00399597506136388,2,1
581,0.01082197378736805,1,1
582,0.010631500872811808,1,0
583,0.006469303124596077,0,1
584,0.008876998532445255,2,0
585,0.0056897594077779156,1,2
586,0.008020810203727436,2,1
587,0.014791524653062185,2,0
588,0.008929181879911673,2,0
589,0.01475472079849108,1,1
590,0.004903376113787538,1,0
591,0.00922824710051631,2,1
592,0.00685898778336482,0,0
593,0.0058786840852164115,2,2
594,0.004182609663363789,1,2
595,0.00886603173313735,1,0
596,0.0072145391611977035,1,2
597,0.0032809839781298526,2,1
598,0.02052901549918751,0,2
599,0.009185270798436172,1,0
600,0.0036756853494741507,1,1
601,0.008598991175575433,2,2
602,0.010528161863550115,1,0
603,0.004033562293721992,0,0
604,0.004685784452635915,1,0
605,0.0008261258085015613,0,1
606,0.012309434627946267,0,0
607,0.006269949580997896,0,2
608,0.01617569538222441,2,1
609,0.006456449757253917,2,1
610,0.017342916592757635,1,0
611,0.009833136243660692,2,2
612,0.01168224020813808,1,1
613,0.010258691047646562,1,0
614,0.006144442200392073,1,2
615,0.016073778793238562,1,2
616,0.009528910699860359,1,0
617,0.003469834366066903,0,1
618,0.008670130130074918,2,0
619,0.021316598296161667,1,0
620,0.01050973505364867,1,2
621,0.012724681363029908,1,1
622,0.002442167323102742,2,0
623,0.014311693644116549,2,0
624,0.010068183829671807,2,2
625,-0.0001757441701287759,2,0
626,0.012710304384732526,2,2
627,0.006588461559393958,1,0
628,0.021341511564067425,1,2
629,0.014931647001894442,1,0
630,0.00728652452367545,0,0
631,0.011656733904023584,1,1
632,0.006918628342608316,1,1
633,0.0018557753024296582,2,0
634,0.008672056471958076,0,1
635,0.009471704857039805,2,0
636,0.014965734103658982,0,1
637,0.006075476909493947,2,0
638,0.007656356710278262,1,0
639,0.017990058625533226,1,0
640,0.006267915824941836,2,0
641,0.0170456447518492,1,0
642,0.013819180888693569,0,2
643,0.013100056477800324,0,0
644,0.012278399869026454,1,2
645,0.013531608471176694,2,2
646,0.009246077707927139,1,2
647,0.016397859250422735,2,0
648,0.0077902333186986444,0,0
649,0.018627001670606783,1,1
650,0.006146833331137016,0,2
651,0.0018779941627087102,0,1
652,0.013866887811738487,0,0
653,0.009069371224604907,0,0
654,0.011397686443523502,2,1
655,0.011876108976093508,2,0
656,0.006360526838818209,1,2
657,0.00870127160181672,1,1
658,0.016024284717976834,1,1
659,0.012359406245681947,0,1
660,0.011264204188403765,1,2
661,0.010788039640095393,1,1
662,0.0033056845997143317,0,0
663,0.018952970103308348,2,0
664,0.006037590649348792,2,0
665,0.013584203103471979,2,1
666,0.007177481592804678,2,2
667,0.009245043917218213,2,0
668,0.010838206428016247,2,1
669,0.012638562506553591,0,1
670,0.017212769125372056,2,2
671,0.0061251684745832116,0,0
672,0.008792724109900403,2,1
673,0.0075433693465337135,0,1
674,0.017014727954712604,1,1
675,0.01262740592933522,0,2
676,0.016695994088644542,2,1
677,0.003037384605219147,1,2
678,0.013039046409401008,2,1
679,0.0037022421101304045,2,2
680,0.00940598578583413,1,2
681,0.017892831615858418,1,0
682,0.011093835127897408,2,0
683,0.014733879462571771,1,0
684,0.007456456040711124,2,2
685,0.016073165156839563,2,1
686,0.009979145711086879,2,2
687,0.007738781688319988,2,1
688,0.0011618781711436443,1,1
689,0.011995495372469144,0,1
690,-0.0004631041012691014,0,0
691,0.019264723822873066,0,0
692,0.006588430136974341,0,2
693,0.00311249823197349,1,0
694,0.005517261380159218,2,0
695,0.015938142036996762,1,1
696,0.016107783993798468,0,2
697,0.012387437063407856,0,2
698,0.006382340654831479,2,1
699,0.008106306788072117,2,0
700,0.008265085826487712,1,1
701,0.015688250163847613,0,1
702,0.004130792168649509,2,0
703,0.007137482099747827,2,2
704,0.013000650923108018,1,1
705,0.01680261504440518,2,0
706,0.005573556683773983,0,1
707,0.010075881329045532,0,1
708,0.0012589986150446774,1,1
709,0.008447580662161742,1,2
710,0.006987152124061171,1,2
711,0.0035321731646826334,1,2
712,0.007973971386059903,2,0
713,0.016438345584952656,1,0
714,0.003930769865729567,1,1
715,0.008915013146164634,1,0
716,0.008403564076182049,2,1
717,0.012383650506211019,1,1
718,0.011230212092144674,0,1
719,0.008129207834825753,0,0
720,0.0036842942000054725,1,0
721,0.009996065101653802,0,0
722,0.01726068316548369,2,0
723,0.0098173657340884,0,0
724,0.012953334826910494,2,0
725,0.013805588403305293,0,2
726,0.0019087846005985763,2,2
727,0.0114688011443355,2,2
728,0.004264630953362761,1,0
729,0.01787872596257427,1,1
730,0.004899198147324293,2,1
731,0.010977593476499148,0,1
732,0.003247114687890509,1,2
733,0.008420526039759442,0,0
734,0.015135964465981071,0,1
735,0.009545487062408176,1,1
736,0.008668828340577197,1,2
737,0.0048163729021870536,0,0
738,0.0009788938286695772,0,1
739,0.014415418203424606,1,0
740,0.009157940602608971,0,1
741,0.013694567470460573,0,1
742,0.00867073458059981,0,1
743,0.01859534620288069,0,1
744,0.0050247881315601825,0,2
745,0.007470234429380865,2,2
746,0.009143583271762887,0,0
747,0.003643745445570572,0,1
748,0.0058300473626789326,2,0
749,0.007756449321522125,2,0
750,0.007673742155424989,2,0
751,0.007950877330977602,2,2
752,0.005319022768671173,2,0
753,0.004737178735222951,2,0
754,0.002963467465808837,1,1
755,0.008498303134045636,0,2
756,0.008318172963098105,2,1
757,0.009217145615489164,0,2
758,0.0006559858702066008,2,2
759,0.01221108659877992,2,2
760,0.013032749828675999,1,2
761,0.01685244028628315,0,1
762,0.016894864214841605,0,0
763,0.005318637600388831,1,1
764,0.019278710963317083,1,1
765,0.014713662062760507,2,1
766,0.011150372243295122,2,2
767,0.016579659361539458,1,2
768,0.009466320336554397,2,1
769,0.00824774085051151,1,1
770,0.018704327142973737,0,2
771,0.007307798355033958,1,2
772,0.009769091974444014,0,0
773,0.017716579788340125,1,2
774,0.01070938713087976,0,2
775,0.00789868890332929,0,1
776,0.005968045978141587,2,2
777,-3.0639058181595666e-05,0,2
778,0.005239893711149029,2,1
779,0.01325655730061491,2,0
780,0.011932461819628553,2,1
781,0.007083633862650879,0,2
782,0.007863499636305638,1,1
783,0.015043722575563263,2,1
784,0.002064097424006723,1,0
785,0.010197320449664003,0,0
786,0.007607339434864814,0,2
787,0.01656865422687083,0,2
788,0.005544761031678126,0,0
789,0.016503795295680967,1,0
790,0.0018613942005697576,1,2
791,0.013729809396879239,0,2
792,0.0077217342920089995,1,0
793,0.013012821152272836,0,1
794,0.020094174866514387,0,2
795,0.009784753992497931,2,1
796,0.01129153936188012,0,1
797,0.011445176824346252,2,2
798,0.01315115577152607,1,0
799,0.0025745384810715163,0,1
800,0.01593989876998498,1,0
801,0.01095731702966784,2,2
802,0.017503802254307678,2,2
803,0.014564947691640497,2,0
804,0.00907106940442019,0,2
805,0.007651588685254828,1,1
806,0.01295111994395216,1,2
807,0.01065196719785805,2,0
808,0.00798856918198743,2,0
809,0.009316923043896405,1,1
810,0.017234675580498682,1,1
811,0.012642981854481549,2,0
812,0.013906128360301261,1,1
813,0.008677800653394572,2,0
814,0.01194730590793723,0,1
815,0.011393276545707898,2,2
816,0.002689785863003495,0,1
817,0.012278902760392325,2,1
818,0.00978711537939696,1,2
819,0.00856983592212235,0,2
820,0.004572439784781066,1,0
821,0.015796180752476727,0,0
822,0.01085219175856587,1,2
823,-0.00015159903895107553,0,2
824,0.022235547039667646,2,2
825,0.01597997988397337,0,0
826,-0.0003283105448612586,0,1
827,0.013421948278289344,1,1
828,0.014170842926919464,2,2
829,0.01590490827365108,0,0
830,0.009541897702575994,2,1
831,0.004925532417397114,1,2
832,0.006512603712702785,2,0
833,0.0022145221950610723,0,2
834,0.01523572461265505,1,2
835,0.010654903986387756,0,0
836,0.01246658448856104,1,2
837,0.013680691390923209,0,0
838,0.00781665378250989,1,2
839,0.023540613317621098,2,0
840,0.017200832487251603,1,2
841,0.007758809962287384,2,2
842,0.011775827022903331,2,2
843,0.015483139983954342,2,0
844,-2.501358544367699e-05,1,2
845,0.008265059967448436,1,1
846,0.0034665107688728073,2,2
847,0.014177576533838387,2,1
848,0.017537785280138014,2,1
849,0.014091850777918195,1,0
850,0.0076746134643141525,2,1
851,0.011615979369603088,0,1
852,0.008083436247895315,0,2
853,0.009992562747401356,0,0
854,0.008959321772724488,2,0
855,0.014652006165992314,1,1
856,0.0074043657779621075,2,1
857,0.013867308674115043,1,0
858,0.005089590209946405,0,0
859,0.01062812273479606,0,0
860,0.01820820827262591,1,0
861,0.004659184107858486,1,2
862,0.011018245512596425,0,0
863,0.008961596160389206,2,0
864,0.00672487623416873,0,2
865,0.013910918124880474,0,0
866,0.012741448008798496,0,0
867,0.011586341475211663,2,2
868,0.012686357738561171,1,0
869,0.0058481806549094476,2,1
870,0.01084962274005512,1,1
871,0.00783811254211689,1,1
872,0.01793472158995156,0,1
873,0.014767234084858999,1,1
874,0.004659935839252927,2,2
875,0.0033605425656342046,1,1
876,0.010760774301229679,2,2
877,0.007125954843400341,1,2
878,0.022235658407149587,1,1
879,0.013518633465238706,2,2
880,0.013355170521365546,2,2
881,0.003993149924697531,1,1
882,0.020550284727739596,1,0
883,0.007108347726461394,1,1
884,0.010228557983216794,0,2
885,0.009152379260903695,2,1
886,-0.0013373275680442845,0,1
887,0.015448049879827126,0,1
888,0.01214940795489105,2,2
889,0.011971287287894764,2,1
890,0.004098651636971023,0,2
891,0.0002902809099994356,0,0
892,0.010601116901107543,1,2
893,0.009996505681158589,1,0
894,0.007128788930997674,1,1
895,0.009014472529112381,0,1
896,0.02108646334399469,2,2
897,0.012885121085702864,2,0
898,0.012496760398440053,1,2
899,0.01192121514050553,1,2
900,0.00020784213882222777,1,2
901,0.015225500144844152,2,2
902,0.008848653655660173,0,1
903,0.011038902749420775,2,1
904,0.011646618787117891,1,2
905,0.006315766867865683,0,1
906,0.005484948206781272,2,1
907,0.008320424760996252,2,1
908,0.008454259140577295,0,1
909,0.014847879402809351,2,1
910,0.009387509342793567,0,0
911,0.00974910658557756,0,2
912,0.015385417162410441,1,1
913,0.015897574761850747,2,2
914,0.010325741096211444,1,0
915,0.002852963410652395,0,1
916,0.012994227104460096,0,1
917,0.01157769322143466,0,2
918,0.007033426064402971,0,0
919,0.009254905809472597,1,1
920,0.0022935650457711508,0,2
921,0.01262991965763114,0,1
